PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
02178 		 02193 		  120 		  120
02178 		 02195 		  114 		  114
02178 		 02205 		  63 		  63
02178 		 02212 		  114 		  114
02178 		 02216 		  140 		  140
02178 		 02223 		  149 		  149
02178 		 02234 		  133 		  133
02178 		 02236 		  146 		  146
02178 		 02243 		  192 		  192
02178 		 02246 		  239 		  239
02178 		 02251 		  206 		  206
02178 		 02258 		  228 		  228
02178 		 02262 		  313 		  313
02178 		 02263 		  277 		  277
02178 		 02264 		  255 		  255
02178 		 02279 		  236 		  236
02178 		 02282 		  260 		  260
02178 		 02283 		  249 		  249
02178 		 02294 		  300 		  300
02178 		 02296 		  195 		  195
02178 		 02303 		  154 		  154
02178 		 02305 		  151 		  151
02178 		 02311 		  74 		  75
02178 		 02312 		  101 		  101
02178 		 02317 		  211 		  211
02178 		 02320 		  192 		  192
02178 		 02324 		  147 		  147
02178 		 02325 		  273 		  273
02178 		 02328 		  258 		  258
02178 		 02332 		  118 		  118
02178 		 02342 		  98 		  98
02178 		 02347 		  127 		  127
02178 		 02348 		  207 		  207
02178 		 02373 		  182 		  182
02178 		 02375 		  244 		  244
02178 		 02376 		  235 		  235
02178 		 02380 		  139 		  139
02178 		 02383 		  162 		  162
02178 		 02394 		  203 		  203
02178 		 02403 		  259 		  259
02178 		 02432 		  336 		  336
02178 		 02453 		  355 		  355
02178 		 02466 		  429 		  429
02178 		 02472 		  265 		  265
02178 		 02476 		  250 		  250
02178 		 02490 		  321 		  321
02178 		 02494 		  311 		  311
02178 		 02505 		  333 		  333
02178 		 02511 		  386 		  386
02178 		 02513 		  403 		  403
02178 		 02530 		  456 		  456
02178 		 02539 		  168 		  168
02178 		 02540 		  174 		  174
02178 		 02542 		  223 		  223
02178 		 02551 		  227 		  227
02178 		 02560 		  268 		  268
02178 		 02563 		  242 		  242
02178 		 02566 		  149 		  149
02178 		 02590 		  179 		  179
02178 		 02593 		  187 		  187
02178 		 02597 		  141 		  141
02178 		 02610 		  210 		  210
02178 		 02615 		  107 		  107
02178 		 02620 		  163 		  163
02178 		 05066 		  261 		  261
02178 		 05108 		  288 		  288
02178 		 05294 		  445 		  445
02178 		 05295 		  291 		  291
02178 		 05296 		  311 		  311
02178 		 50541 		  195 		  195
02178 		 50547 		  101 		  101
02178 		 50548 		  211 		  211
02178 		 50569 		  232 		  232
02178 		 50583 		  261 		  261
02178 		 99991 		  383 		  383
02178 		 99992 		  409 		  409
02178 		 99993 		  168 		  168
02178 		 99994 		  151 		  151
02182 		 00001 		  1464 		  1753
02182 		 00002 		  145 		  145
02182 		 00754 		  227 		  227
02182 		 00770 		  351 		  351
02182 		 01098 		  502 		  502
02182 		 02016 		  163 		  163
02182 		 02027 		  276 		  276
02182 		 02032 		  293 		  293
02182 		 02035 		  204 		  204
02182 		 02040 		  159 		  159
02182 		 02062 		  167 		  167
02182 		 02079 		  121 		  121
02182 		 02083 		  90 		  90
02182 		 02087 		  146 		  146
02182 		 02094 		  72 		  72
02182 		 02098 		  47 		  47
02182 		 02104 		  15 		  15
02182 		 02114 		  213 		  213
02182 		 02117 		  218 		  218
02182 		 02127 		  103 		  103
02182 		 02135 		  121 		  121
02182 		 02137 		  246 		  246
02182 		 02143 		  212 		  212
02182 		 02152 		  180 		  180
02182 		 02157 		  142 		  142
02182 		 02160 		  189 		  189
02182 		 02178 		  93 		  93
02182 		 02193 		  30 		  32
02182 		 02195 		  53 		  53
02182 		 02205 		  114 		  114
02182 		 02212 		  91 		  91
02182 		 02216 		  104 		  104
02182 		 02223 		  52 		  52
02182 		 02234 		  97 		  97
02182 		 02236 		  110 		  110
02182 		 02243 		  284 		  284
02182 		 02246 		  331 		  331
02182 		 02251 		  298 		  298
02182 		 02258 		  321 		  321
02182 		 02262 		  405 		  405
02182 		 02263 		  369 		  369
02182 		 02264 		  348 		  348
02182 		 02279 		  328 		  328
02182 		 02282 		  352 		  352
02182 		 02283 		  341 		  341
02182 		 02294 		  394 		  394
02182 		 02296 		  288 		  288
02182 		 02303 		  246 		  246
02182 		 02305 		  243 		  243
02182 		 02311 		  163 		  163
02182 		 02312 		  145 		  145
02182 		 02317 		  304 		  304
02182 		 02320 		  284 		  284
02182 		 02324 		  239 		  239
02182 		 02325 		  367 		  367
02182 		 02328 		  352 		  352
02182 		 02332 		  210 		  210
02182 		 02342 		  142 		  142
02182 		 02347 		  171 		  171
02182 		 02348 		  134 		  134
02182 		 02373 		  189 		  189
02182 		 02375 		  198 		  198
02182 		 02376 		  329 		  329
02182 		 02380 		  231 		  231
02182 		 02383 		  206 		  206
02182 		 02394 		  296 		  296
02182 		 02403 		  352 		  352
02182 		 02432 		  430 		  430
02182 		 02453 		  449 		  449
02182 		 02466 		  590 		  590
02182 		 02472 		  358 		  358
02182 		 02476 		  343 		  343
02182 		 02490 		  414 		  414
02182 		 02494 		  504 		  504
02182 		 02505 		  445 		  445
02182 		 02511 		  563 		  563
02182 		 02513 		  546 		  546
02182 		 02530 		  532 		  532
02182 		 02539 		  131 		  131
02182 		 02540 		  137 		  137
02182 		 02542 		  147 		  147
02182 		 02551 		  187 		  187
02182 		 02560 		  223 		  223
02182 		 02563 		  240 		  240
02182 		 02566 		  193 		  193
02182 		 02590 		  224 		  224
02182 		 02593 		  232 		  232
02182 		 02597 		  233 		  233
02182 		 02610 		  302 		  302
02182 		 02615 		  182 		  182
02182 		 02620 		  171 		  171
02182 		 05066 		  302 		  302
02182 		 05108 		  435 		  435
02182 		 05294 		  404 		  404
02182 		 05295 		  331 		  331
02182 		 05296 		  351 		  351
02182 		 50541 		  103 		  103
02182 		 50547 		  44 		  44
02182 		 50548 		  252 		  252
02182 		 50569 		  273 		  273
02182 		 50583 		  171 		  171
02182 		 99991 		  486 		  486
02182 		 99992 		  449 		  449
02182 		 99993 		  205 		  205
02182 		 99994 		  82 		  82
02193 		 00001 		  1447 		  1723
02193 		 00002 		  156 		  156
02193 		 00754 		  219 		  219
02193 		 00770 		  327 		  327
02193 		 01098 		  528 		  528
02193 		 02016 		  190 		  190
02193 		 02027 		  302 		  302
02193 		 02032 		  330 		  330
02193 		 02035 		  230 		  230
02193 		 02040 		  187 		  187
02193 		 02062 		  195 		  195
02193 		 02079 		  148 		  148
02193 		 02083 		  118 		  118
02193 		 02087 		  173 		  173
02193 		 02094 		  101 		  101
02193 		 02098 		  76 		  76
02193 		 02104 		  44 		  44
02193 		 02114 		  238 		  238
02193 		 02117 		  246 		  246
02193 		 02127 		  131 		  131
02193 		 02135 		  149 		  149
02193 		 02137 		  272 		  272
02193 		 02143 		  239 		  239
02193 		 02152 		  207 		  207
02193 		 02157 		  179 		  179
02193 		 02160 		  226 		  226
02193 		 02178 		  120 		  120
02193 		 02182 		  30 		  32
02193 		 02195 		  61 		  61
02193 		 02205 		  108 		  108
02193 		 02212 		  54 		  54
02193 		 02216 		  76 		  76
02193 		 02223 		  25 		  25
02193 		 02234 		  70 		  70
02193 		 02236 		  83 		  83
02193 		 02243 		  321 		  321
02193 		 02246 		  368 		  368
02193 		 02251 		  336 		  336
02193 		 02258 		  359 		  359
02193 		 02262 		  443 		  443
02193 		 02263 		  406 		  406
02193 		 02264 		  386 		  386
02193 		 02279 		  365 		  365
02193 		 02282 		  390 		  390
02193 		 02283 		  379 		  379
02193 		 02294 		  432 		  432
02193 		 02296 		  326 		  326
02193 		 02303 		  284 		  284
02193 		 02305 		  280 		  280
02193 		 02311 		  200 		  200
02193 		 02312 		  182 		  182
02193 		 02317 		  341 		  341
02193 		 02320 		  322 		  322
02193 		 02324 		  276 		  276
02193 		 02325 		  405 		  405
02193 		 02328 		  390 		  390
02193 		 02332 		  247 		  247
02193 		 02342 		  152 		  152
02193 		 02347 		  144 		  144
02193 		 02348 		  107 		  107
02193 		 02373 		  163 		  163
02193 		 02375 		  171 		  171
02193 		 02376 		  366 		  366
02193 		 02380 		  268 		  268
02193 		 02383 		  275 		  275
02193 		 02394 		  333 		  333
02193 		 02403 		  311 		  311
02193 		 02432 		  468 		  468
02193 		 02453 		  571 		  571
02193 		 02466 		  564 		  564
02193 		 02472 		  396 		  396
02193 		 02476 		  380 		  380
02193 		 02490 		  567 		  567
02193 		 02494 		  481 		  481
02193 		 02505 		  421 		  421
02193 		 02511 		  539 		  539
02193 		 02513 		  522 		  522
02193 		 02530 		  507 		  507
02193 		 02539 		  104 		  104
02193 		 02540 		  109 		  109
02193 		 02542 		  119 		  119
02193 		 02551 		  161 		  161
02193 		 02560 		  196 		  196
02193 		 02563 		  213 		  213
02193 		 02566 		  253 		  253
02193 		 02590 		  287 		  287
02193 		 02593 		  291 		  291
02193 		 02597 		  270 		  270
02193 		 02610 		  339 		  339
02193 		 02615 		  218 		  218
02193 		 02620 		  144 		  144
02193 		 05066 		  329 		  329
02193 		 05108 		  459 		  459
02193 		 05294 		  380 		  380
02193 		 05295 		  358 		  358
02193 		 05296 		  378 		  378
02193 		 50541 		  75 		  75
02193 		 50547 		  70 		  70
02193 		 50548 		  277 		  277
02193 		 50569 		  300 		  300
02193 		 50583 		  181 		  181
02193 		 99991 		  464 		  464
02193 		 99992 		  475 		  475
02193 		 99993 		  232 		  232
02193 		 99994 		  56 		  56
02195 		 00001 		  1436 		  1709
02195 		 00002 		  171 		  171
02195 		 00754 		  235 		  235
02195 		 00770 		  314 		  314
02195 		 01098 		  544 		  544
02195 		 02016 		  215 		  215
02195 		 02027 		  297 		  297
02195 		 02032 		  323 		  323
02195 		 02035 		  231 		  231
02195 		 02040 		  210 		  210
02195 		 02062 		  195 		  195
02195 		 02079 		  172 		  172
02195 		 02083 		  141 		  141
02195 		 02087 		  160 		  160
02195 		 02094 		  124 		  124
02195 		 02098 		  98 		  98
02195 		 02104 		  66 		  66
02195 		 02114 		  234 		  234
02195 		 02117 		  245 		  245
02195 		 02127 		  129 		  129
02195 		 02135 		  142 		  142
02195 		 02137 		  267 		  267
02195 		 02143 		  281 		  281
02195 		 02152 		  200 		  200
02195 		 02157 		  170 		  170
02195 		 02160 		  218 		  218
02195 		 02178 		  114 		  114
02195 		 02182 		  53 		  53
02195 		 02193 		  61 		  61
02195 		 02205 		  99 		  99
02195 		 02212 		  39 		  39
02195 		 02216 		  60 		  60
02195 		 02223 		  37 		  37
02195 		 02234 		  55 		  55
02195 		 02236 		  69 		  69
02195 		 02243 		  315 		  315
02195 		 02246 		  361 		  361
02195 		 02251 		  330 		  330
02195 		 02258 		  353 		  353
02195 		 02262 		  436 		  436
02195 		 02263 		  398 		  398
02195 		 02264 		  380 		  380
02195 		 02279 		  359 		  359
02195 		 02282 		  383 		  383
02195 		 02283 		  372 		  372
02195 		 02294 		  427 		  427
02195 		 02296 		  319 		  319
02195 		 02303 		  278 		  278
02195 		 02305 		  274 		  274
02195 		 02311 		  192 		  192
02195 		 02312 		  174 		  174
02195 		 02317 		  335 		  335
02195 		 02320 		  315 		  315
02195 		 02324 		  269 		  269
02195 		 02325 		  399 		  399
02195 		 02328 		  385 		  385
02195 		 02332 		  240 		  240
02195 		 02342 		  143 		  143
02195 		 02347 		  128 		  128
02195 		 02348 		  93 		  93
02195 		 02373 		  146 		  146
02195 		 02375 		  158 		  158
02195 		 02376 		  361 		  361
02195 		 02380 		  262 		  262
02195 		 02383 		  258 		  258
02195 		 02394 		  328 		  328
02195 		 02403 		  295 		  295
02195 		 02432 		  463 		  463
02195 		 02453 		  557 		  557
02195 		 02466 		  549 		  549
02195 		 02472 		  390 		  390
02195 		 02476 		  374 		  374
02195 		 02490 		  553 		  553
02195 		 02494 		  468 		  468
02195 		 02505 		  408 		  408
02195 		 02511 		  525 		  525
02195 		 02513 		  508 		  508
02195 		 02530 		  492 		  492
02195 		 02539 		  91 		  91
02195 		 02540 		  96 		  96
02195 		 02542 		  106 		  106
02195 		 02551 		  145 		  145
02195 		 02560 		  183 		  183
02195 		 02563 		  200 		  200
02195 		 02566 		  237 		  237
02195 		 02590 		  271 		  271
02195 		 02593 		  275 		  275
02195 		 02597 		  264 		  264
02195 		 02610 		  333 		  333
02195 		 02615 		  209 		  209
02195 		 02620 		  127 		  127
02195 		 05066 		  335 		  335
02195 		 05108 		  362 		  362
02195 		 05294 		  366 		  366
02195 		 05295 		  365 		  365
02195 		 05296 		  385 		  385
02195 		 50541 		  92 		  92
02195 		 50547 		  95 		  95
02195 		 50548 		  303 		  303
02195 		 50569 		  306 		  306
02195 		 50583 		  203 		  203
02195 		 99991 		  451 		  451
02195 		 99992 		  478 		  478
02195 		 99993 		  234 		  234
02195 		 99994 		  38 		  38
02205 		 00001 		  1444 		  1693
02205 		 00002 		  240 		  240
02205 		 00754 		  322 		  322
02205 		 00770 		  295 		  295
02205 		 01098 		  446 		  446
02205 		 02016 		  250 		  250
02205 		 02027 		  222 		  222
02205 		 02032 		  225 		  225
02205 		 02035 		  229 		  229
02205 		 02040 		  205 		  205
02205 		 02062 		  187 		  187
02205 		 02079 		  197 		  197
02205 		 02083 		  166 		  166
02205 		 02087 		  166 		  166
02205 		 02094 		  133 		  133
02205 		 02098 		  116 		  116
02205 		 02104 		  127 		  127
02205 		 02114 		  148 		  148
02205 		 02117 		  159 		  159
02205 		 02127 		  123 		  123
02205 		 02135 		  89 		  89
02205 		 02137 		  158 		  158
02205 		 02143 		  183 		  183
02205 		 02152 		  108 		  108
02205 		 02157 		  72 		  72
02205 		 02160 		  119 		  119
02205 		 02178 		  63 		  63
02205 		 02182 		  114 		  114
02205 		 02193 		  108 		  108
02205 		 02195 		  99 		  99
02205 		 02212 		  99 		  99
02205 		 02216 		  125 		  125
02205 		 02223 		  134 		  134
02205 		 02234 		  119 		  119
02205 		 02236 		  132 		  132
02205 		 02243 		  217 		  217
02205 		 02246 		  263 		  263
02205 		 02251 		  232 		  232
02205 		 02258 		  255 		  255
02205 		 02262 		  338 		  338
02205 		 02263 		  300 		  300
02205 		 02264 		  282 		  282
02205 		 02279 		  261 		  261
02205 		 02282 		  284 		  284
02205 		 02283 		  274 		  274
02205 		 02294 		  329 		  329
02205 		 02296 		  221 		  221
02205 		 02303 		  179 		  179
02205 		 02305 		  176 		  176
02205 		 02311 		  95 		  95
02205 		 02312 		  77 		  77
02205 		 02317 		  237 		  237
02205 		 02320 		  217 		  217
02205 		 02324 		  171 		  171
02205 		 02325 		  301 		  301
02205 		 02328 		  287 		  287
02205 		 02332 		  143 		  143
02205 		 02342 		  47 		  47
02205 		 02347 		  75 		  75
02205 		 02348 		  144 		  144
02205 		 02373 		  130 		  130
02205 		 02375 		  146 		  146
02205 		 02376 		  263 		  263
02205 		 02380 		  164 		  164
02205 		 02383 		  133 		  133
02205 		 02394 		  230 		  230
02205 		 02403 		  168 		  168
02205 		 02432 		  365 		  365
02205 		 02453 		  383 		  383
02205 		 02466 		  457 		  457
02205 		 02472 		  292 		  292
02205 		 02476 		  276 		  276
02205 		 02490 		  348 		  348
02205 		 02494 		  337 		  337
02205 		 02505 		  361 		  361
02205 		 02511 		  413 		  413
02205 		 02513 		  430 		  430
02205 		 02530 		  482 		  482
02205 		 02539 		  176 		  176
02205 		 02540 		  182 		  182
02205 		 02542 		  161 		  161
02205 		 02551 		  165 		  165
02205 		 02560 		  171 		  171
02205 		 02563 		  190 		  190
02205 		 02566 		  115 		  115
02205 		 02590 		  146 		  146
02205 		 02593 		  152 		  152
02205 		 02597 		  166 		  166
02205 		 02610 		  235 		  235
02205 		 02615 		  112 		  112
02205 		 02620 		  110 		  110
02205 		 05066 		  226 		  226
02205 		 05108 		  344 		  344
02205 		 05294 		  369 		  369
02205 		 05295 		  260 		  260
02205 		 05296 		  280 		  280
02205 		 50541 		  180 		  180
02205 		 50547 		  112 		  112
02205 		 50548 		  268 		  268
02205 		 50569 		  226 		  226
02205 		 50583 		  264 		  264
02205 		 99991 		  410 		  410
02205 		 99992 		  380 		  380
02205 		 99993 		  230 		  230
02205 		 99994 		  136 		  136
02212 		 00001 		  1424 		  1688
02212 		 00002 		  164 		  164
02212 		 00754 		  346 		  346
02212 		 00770 		  287 		  287
02212 		 01098 		  543 		  543
02212 		 02016 		  261 		  261
02212 		 02027 		  296 		  296
02212 		 02032 		  321 		  321
02212 		 02035 		  242 		  242
02212 		 02040 		  222 		  222
02212 		 02062 		  205 		  205
02212 		 02079 		  218 		  218
02212 		 02083 		  186 		  186
02212 		 02087 		  183 		  183
02212 		 02094 		  150 		  150
02212 		 02098 		  133 		  133
02212 		 02104 		  105 		  105
02212 		 02114 		  233 		  233
02212 		 02117 		  244 		  244
02212 		 02127 		  140 		  140
02212 		 02135 		  141 		  141
02212 		 02137 		  266 		  266
02212 		 02143 		  280 		  280
02212 		 02152 		  200 		  200
02212 		 02157 		  169 		  169
02212 		 02160 		  217 		  217
02212 		 02178 		  114 		  114
02212 		 02182 		  91 		  91
02212 		 02193 		  54 		  54
02212 		 02195 		  39 		  39
02212 		 02205 		  99 		  99
02212 		 02216 		  28 		  28
02212 		 02223 		  31 		  31
02212 		 02234 		  25 		  25
02212 		 02236 		  38 		  38
02212 		 02243 		  314 		  314
02212 		 02246 		  360 		  360
02212 		 02251 		  329 		  329
02212 		 02258 		  352 		  352
02212 		 02262 		  435 		  435
02212 		 02263 		  397 		  397
02212 		 02264 		  379 		  379
02212 		 02279 		  358 		  358
02212 		 02282 		  381 		  381
02212 		 02283 		  371 		  371
02212 		 02294 		  426 		  426
02212 		 02296 		  319 		  319
02212 		 02303 		  277 		  277
02212 		 02305 		  274 		  274
02212 		 02311 		  192 		  192
